157.0.0.0,157.0.255.255,AS,CN,Jiangsu,"Xuzhou (Pizhou Shi)",34.3388,118.014
157.107.5.0,157.107.5.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
157.107.6.0,157.107.8.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.9.0,157.107.9.255,AS,JP,Saitama,Sōka,35.8364,139.8
157.107.10.0,157.107.10.143,AS,JP,Aomori,Misawa,40.6868,141.39
157.107.10.144,157.107.16.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.17.0,157.107.17.127,AS,JP,Chiba,Ichihara,35.5167,140.083
157.107.17.128,157.107.22.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.23.0,157.107.23.255,AS,JP,Chiba,Tomisato,35.7448,140.404
157.107.24.0,157.107.24.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.25.0,157.107.25.255,AS,JP,Tokyo,Inagi,35.6329,139.5
157.107.26.0,157.107.36.31,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.36.32,157.107.36.63,AS,JP,Saitama,Kawaguchi,35.8052,139.711
157.107.36.64,157.107.38.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.39.0,157.107.39.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
157.107.40.0,157.107.40.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.41.0,157.107.41.255,AS,JP,Tokyo,Komae,35.6342,139.575
157.107.42.0,157.107.42.255,AS,JP,Fukushima,Fukushima,37.75,140.467
157.107.43.0,157.107.44.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.45.0,157.107.45.255,AS,JP,Hokkaido,Kamikawa,43.84,142.771
157.107.46.0,157.107.46.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
157.107.47.0,157.107.49.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.50.0,157.107.50.255,AS,JP,Tochigi,Mooka,36.4333,140.017
157.107.51.0,157.107.53.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.54.0,157.107.54.255,AS,JP,Gunma,Takasaki,36.3333,139.017
157.107.55.0,157.107.55.255,AS,JP,Tochigi,Ashikaga,36.3333,139.45
157.107.56.0,157.107.59.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.60.0,157.107.60.255,AS,JP,Nagano,Matsumoto,36.2333,137.967
157.107.61.0,157.107.61.255,AS,JP,Kanagawa,Kawasaki,35.5206,139.717
157.107.62.0,157.107.72.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.73.0,157.107.73.255,AS,JP,Saitama,Shiraoka,36.0184,139.66
157.107.74.0,157.107.74.255,AS,JP,Saitama,Tokorozawa,35.7992,139.469
157.107.75.0,157.107.75.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.76.0,157.107.76.255,AS,JP,Saitama,Ogawa,36.0534,139.266
157.107.77.0,157.107.82.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.83.0,157.107.83.255,AS,JP,Ibaraki,Hitachi,36.6,140.65
157.107.84.0,157.107.84.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.85.0,157.107.85.255,AS,JP,Ibaraki,Koga,36.1833,139.717
157.107.86.0,157.107.88.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.89.0,157.107.89.255,AS,JP,Kanagawa,Yokohama,35.4333,139.65
157.107.90.0,157.107.95.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.96.0,157.107.97.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
157.107.98.0,157.107.100.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.101.0,157.107.101.255,AS,JP,Saitama,Yashio,35.8226,139.839
157.107.102.0,157.107.107.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.108.0,157.107.108.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
157.107.109.0,157.107.118.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.119.0,157.107.119.255,AS,JP,Tokyo,Musashino,35.7061,139.559
157.107.120.0,157.107.122.255,AS,JP,Miyagi,Sendai,38.2667,140.867
157.107.123.0,157.107.123.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.124.0,157.107.124.255,AS,JP,Miyagi,Shiroishi,38.0033,140.618
157.107.125.0,157.107.159.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.160.0,157.107.160.255,AS,JP,Nagano,Nagano,36.65,138.183
157.107.161.0,157.107.168.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.169.0,157.107.169.255,AS,JP,Kumamoto,Tamana,32.9472,130.574
157.107.170.0,157.107.177.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.178.0,157.107.178.255,AS,JP,Shimane,Matsue,35.4833,133.05
157.107.179.0,157.107.179.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.180.0,157.107.180.255,AS,JP,Hyōgo,Nishinomiya,34.7156,135.332
157.107.181.0,157.107.182.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.183.0,157.107.183.255,AS,JP,Aichi,Tōkai,35.0227,136.909
157.107.184.0,157.107.186.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.187.0,157.107.187.255,AS,JP,Yamagata,Sakata,38.9167,139.855
157.107.188.0,157.107.201.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.202.0,157.107.202.255,AS,JP,Gifu,Kani,35.4044,137.056
157.107.203.0,157.107.203.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.204.0,157.107.204.255,AS,JP,Tokyo,Higashiyamato,35.763,139.446
157.107.205.0,157.107.236.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.237.0,157.107.237.255,AS,JP,Tokyo,Higashiyamato,35.763,139.446
157.107.238.0,157.107.238.255,AS,JP,Fukushima,Iwaki,37.05,140.883
157.107.239.0,157.107.239.255,AS,JP,Hokkaido,Sapporo,43.0667,141.35
157.107.240.0,157.107.241.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.242.0,157.107.242.255,AS,JP,Ōsaka,Minoh,34.8269,135.471
157.107.243.0,157.107.243.255,AS,JP,Tokyo,Higashiyamato,35.763,139.446
157.107.244.0,157.107.244.255,AS,JP,Aichi,Toyohashi,34.7667,137.383
157.107.245.0,157.107.251.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.107.252.0,157.107.252.255,AS,JP,Tokyo,Higashiyamato,35.763,139.446
157.107.253.0,157.107.255.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.108.0.0,157.108.255.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
157.109.0.0,157.109.255.255,AS,JP,Tokyo,Chūō,35.6804,139.772
157.110.0.0,157.110.49.255,AS,JP,Aichi,"Kasugai (Matsumotocho)",35.2748,137.014
157.110.50.0,157.110.50.255,AS,JP,Aichi,Kasugai,35.2476,136.972
157.110.51.0,157.110.255.255,AS,JP,Aichi,"Kasugai (Matsumotocho)",35.2748,137.014
157.111.0.0,157.111.0.255,AS,JP,Chiba,Chiba,35.6073,140.106
157.111.1.0,157.111.1.255,AS,JP,Ibaraki,"Tokai (Funaishikawa)",36.4636,140.57
157.111.2.0,157.111.6.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
157.111.7.0,157.111.8.255,AS,JP,Ibaraki,"Tokai (Funaishikawa)",36.4636,140.57
157.111.9.0,157.111.9.255,AS,JP,Aomori,Aomori,40.8221,140.747
157.111.10.0,157.111.10.255,AS,JP,Ibaraki,"Tokai (Funaishikawa)",36.4636,140.57
157.111.11.0,157.111.255.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
157.112.0.0,157.112.63.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.112.64.0,157.112.76.255,AS,JP,Tokyo,"Shibuya (Shinsencho)",35.6577,139.693
157.112.77.0,157.112.77.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.112.78.0,157.112.79.255,AS,JP,Tokyo,"Shibuya (Shinsencho)",35.6577,139.693
157.112.80.0,157.112.95.255,AS,JP,Tokyo,Minato,35.6647,139.738
157.112.96.0,157.112.98.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.112.99.0,157.112.99.255,AS,JP,Tokyo,Shinjuku,35.6961,139.689
157.112.100.0,157.112.103.255,AS,JP,Tokyo,Shinjuku,35.6938,139.704
157.112.104.0,157.112.127.255,AS,JP,Tokyo,Shinjuku,35.6961,139.689
157.112.128.0,157.112.143.255,AS,JP,Tokyo,Chiyoda-ku,35.7024,139.771
157.112.144.0,157.112.159.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.112.160.0,157.112.163.255,AS,JP,Okayama,Kasaoka,34.5076,133.503
157.112.164.0,157.112.164.255,AS,JP,Okayama,Kamogatachō-kamogata,34.5374,133.59
157.112.165.0,157.112.167.255,AS,JP,Okayama,Kasaoka,34.5076,133.503
157.112.168.0,157.112.168.255,AS,JP,Okayama,Kamogatachō-kamogata,34.5374,133.59
157.112.169.0,157.112.170.255,AS,JP,Okayama,Kasaoka,34.5076,133.503
157.112.171.0,157.112.171.255,AS,JP,Okayama,Kamogatachō-kamogata,34.5374,133.59
157.112.172.0,157.112.175.255,AS,JP,Okayama,Kasaoka,34.5076,133.503
157.112.176.0,157.112.191.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.112.192.0,157.112.255.255,AS,JP,Tokyo,"Minato (Roppongi)",35.6641,139.729
157.113.0.0,157.113.255.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.114.0.0,157.114.255.255,AS,JP,Hokkaido,Sapporo,43.0621,141.354
157.115.0.0,157.117.255.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.118.0.0,157.118.24.255,AS,JP,Miyagi,Sendai,38.2493,140.877
157.118.25.0,157.118.25.255,AS,JP,Miyagi,Tagajō-shi,38.3,141
157.118.26.0,157.118.255.255,AS,JP,Miyagi,Sendai,38.2493,140.877
157.119.0.0,157.119.3.255,AS,CN,Shanghai,"Shanghai (Jiading Qu)",31.3759,121.265
157.119.4.0,157.119.7.255,AS,JP,Tokyo,"Toshima (Minamiōtsuka)",35.73,139.729
157.119.8.0,157.119.19.255,AS,CN,Beijing,Beijing,39.9042,116.407
157.119.20.0,157.119.23.255,AS,HK,"Sham Shui Po","Cheung Sha Wan",22.3363,114.158
157.119.24.0,157.119.27.255,AS,IN,Kerala,Pāla,9.71375,76.6829
157.119.28.0,157.119.31.255,AS,CN,Beijing,Beijing,39.9042,116.407
157.119.32.0,157.119.35.255,AS,KR,Seoul,"Seoul (Digital-ro 33-gil)",37.4867,126.895
157.119.36.0,157.119.39.255,AS,KR,Seoul,"Seoul (Eonju-ro 81-gil)",37.4997,127.041
157.119.40.0,157.119.43.255,OC,NZ,Auckland,Auckland,-36.8485,174.763
157.119.44.0,157.119.47.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
157.119.48.0,157.119.48.255,AS,BD,"Mymensingh Division",Gafargaon,24.432,90.5585
157.119.49.0,157.119.49.127,AS,BD,Barisāl,Gaurnadi,22.9737,90.2238
157.119.49.128,157.119.51.255,AS,BD,Dhaka,Tongi,23.8915,90.4023
157.119.52.0,157.119.55.255,AS,JP,Tokyo,Toshima,35.7261,139.717
157.119.56.0,157.119.57.255,AS,ID,Jakarta,Jakarta,-6.19842,106.823
157.119.58.0,157.119.59.255,AS,ID,Jakarta,Sungaibambu,-6.11022,106.89
157.119.60.0,157.119.60.255,OC,NZ,Auckland,"Auckland (Rosedale)",-36.7474,174.702
157.119.61.0,157.119.61.255,OC,NZ,Manawatu-Wanganui,"Palmerston North",-40.3564,175.611
157.119.62.0,157.119.62.255,OC,NZ,Northland,Dargaville,-35.9333,173.883
157.119.63.0,157.119.63.255,OC,NZ,Auckland,Rosebank,-36.875,174.67
157.119.64.0,157.119.67.255,AS,JP,Tokyo,Minato-ku,35.6623,139.73
157.119.68.0,157.119.69.255,AS,CN,Beijing,"Lugu (Shijingshan Qu)",39.936,116.187
157.119.70.0,157.119.70.255,AS,HK,"Wan Chai",Wanchai,22.2643,114.188
157.119.71.0,157.119.71.255,AS,CN,Beijing,"Lugu (Shijingshan Qu)",39.936,116.187
157.119.72.0,157.119.75.255,AS,HK,"Central and Western",Central,22.2806,114.163
157.119.76.0,157.119.79.255,AS,MM,Rangoon,"Yangon (Hlaing)",16.8496,96.1292
157.119.80.0,157.119.83.255,AS,IN,Delhi,"Delhi (Guru Angad Nagar West)",28.6399,77.2828
157.119.84.0,157.119.84.255,AS,IN,Maharashtra,Powai,19.1164,72.9047
157.119.85.0,157.119.85.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
157.119.86.0,157.119.87.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
157.119.88.0,157.119.91.255,AS,IN,Delhi,"New Delhi (Ashok Vihar)",28.5231,77.2078
157.119.92.0,157.119.95.255,AS,HK,"Sham Shui Po","Sham Shui Po",22.3327,114.162
157.119.96.0,157.119.99.255,AS,KH,"Phnom Penh","Phnom Penh",11.5417,104.911
157.119.100.0,157.119.103.255,AS,HK,"Wan Chai",Wanchai,22.2786,114.169
157.119.104.0,157.119.105.255,AS,IN,"West Bengal",Kolkata,22.5786,88.3609
157.119.106.0,157.119.106.255,AS,IN,"West Bengal",Bārāsat,22.7215,88.482
157.119.107.0,157.119.107.255,AS,IN,"West Bengal",Kolkata,22.5786,88.3609
157.119.108.0,157.119.111.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
157.119.112.0,157.119.115.255,NA,US,California,"Los Angeles",34.0522,-118.244
157.119.116.0,157.119.119.255,AS,IN,"Tamil Nadu","Madurai (Gomathipuram)",9.92394,78.1579
157.119.120.0,157.119.123.255,AS,IN,Delhi,"Delhi (Bānkner)",28.853,77.0804
157.119.124.0,157.119.127.255,AS,IN,Maharashtra,"Mumbai (Laxmi Nagar)",19.091,72.917
157.119.128.0,157.119.131.255,AS,JP,Tokyo,"Chūō (Ginza)",35.6721,139.771
157.119.132.0,157.119.167.255,AS,CN,Beijing,Beijing,39.9042,116.407
157.119.168.0,157.119.171.255,AS,IN,Maharashtra,"Mumbai (Sindhi Society)",19.0535,72.8899
157.119.172.0,157.119.175.255,AS,CN,Beijing,Beijing,39.9042,116.407
157.119.176.0,157.119.179.255,AS,IN,Maharashtra,"Mumbai (Sion East)",19.0391,72.864
157.119.180.0,157.119.183.255,AS,LA,"Vientiane Prefecture",Vientiane,17.9687,102.614
157.119.184.0,157.119.185.255,AS,BD,Dhaka,"Dhaka (Tejgaon)",23.7522,90.3954
157.119.186.0,157.119.186.255,AS,BD,Khulna,Nowlamary,23.6735,88.9889
157.119.187.0,157.119.187.255,AS,BD,Dhaka,"Dhaka (Tejgaon)",23.7522,90.3954
157.119.188.0,157.119.190.255,AS,IR,Tehrān,Tehran,35.6892,51.389
157.119.191.0,157.119.191.255,NA,US,"New York",Buffalo,42.8864,-78.8784
157.119.192.0,157.119.195.255,AS,CN,Zhejiang,"Hangzhou (Yuhang Qu)",30.419,120.299
157.119.196.0,157.119.199.255,AS,CN,Beijing,Beijing,39.9042,116.407
157.119.200.0,157.119.201.255,AS,IN,Maharashtra,Mumbai,19.0176,72.8561
157.119.202.0,157.119.203.255,AS,IN,Maharashtra,Bhayandar,19.3016,72.8511
157.119.204.0,157.119.207.255,AS,IN,Gujarat,Ahmedabad,23.0396,72.566
157.119.208.0,157.119.211.255,AS,IN,"Tamil Nadu","Chennai (Jafferkhanpet)",13.0289,80.2092
157.119.212.0,157.119.215.255,AS,IN,Haryana,"Faridabad (Sector 15A)",28.393,77.3164
157.119.216.0,157.119.219.255,AS,IN,Maharashtra,"Mumbai (Laxmi Nagar)",19.091,72.917
157.119.220.0,157.119.222.255,AS,ID,"Central Java","Tembalang Barat",-7.04562,110.425
157.119.223.0,157.119.223.255,AS,ID,"Central Java",Semarang,-6.99306,110.421
157.119.224.0,157.119.227.255,AS,IN,Rajasthan,Bharatpur,27.217,77.4895
157.119.228.0,157.119.231.255,AS,IN,Delhi,"New Delhi",28.6139,77.209
157.119.232.0,157.119.235.255,AS,HK,"Central and Western",Central,22.2806,114.163
157.119.236.0,157.119.239.255,AS,BD,Dhaka,"Dhaka (Mugdapara)",23.7324,90.4314
157.119.240.0,157.119.243.255,AS,CN,Zhejiang,Hangzhou,30.2741,120.155
157.119.244.0,157.119.244.255,AS,VN,Hanoi,Hanoi,21.0466,105.796
157.119.245.0,157.119.245.255,AS,VN,Hanoi,Hanoi,21.0362,105.791
157.119.246.0,157.119.247.255,AS,VN,Hanoi,Hanoi,21.0466,105.796
157.119.248.0,157.119.251.255,AS,VN,"Ho Chi Minh","Ho Chi Minh City",10.8015,106.653
157.119.252.0,157.119.255.255,AS,CN,Beijing,Beijing,39.9042,116.407
157.120.0.0,157.120.95.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.120.96.0,157.120.119.255,AS,JP,Tokyo,Shibuya,35.6563,139.7
157.120.120.0,157.120.123.255,AS,JP,Tochigi,Nasushiobara,36.9617,140.046
157.120.124.0,157.120.159.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
157.120.160.0,157.120.191.255,AS,SG,,"Singapore (Downtown Core)",1.27521,103.846
157.120.192.0,157.120.223.255,AS,JP,Tokyo,"Shibuya (Sakuragaokachō)",35.6565,139.701
157.120.224.0,157.120.231.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
157.120.232.0,157.120.233.255,AS,HK,"Central and Western","Hong Kong",22.3964,114.109
157.120.234.0,157.120.235.255,AS,JP,Tokyo,Koto-ku,35.6729,139.817
157.120.236.0,157.120.239.255,OC,AU,ACT,Canberra,-35.2809,149.13
157.120.240.0,157.120.241.151,AS,SG,,Singapore,1.28009,103.851
157.120.241.152,157.120.241.167,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
157.120.241.168,157.120.243.255,AS,SG,,Singapore,1.28009,103.851
157.120.244.0,157.120.244.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
157.120.245.0,157.120.245.255,AS,SG,,Singapore,1.28009,103.851
157.120.246.0,157.120.246.255,AS,HK,"Tsuen Wan","Tsuen Wan",22.3964,114.109
157.120.247.0,157.120.255.255,AS,SG,,Singapore,1.28009,103.851
157.121.0.0,157.121.255.255,NA,US,Connecticut,Middletown,41.5969,-72.7212
157.122.0.0,157.122.135.255,AS,CN,Guangdong,"Guangzhou (Yuexiu Qu)",23.1277,113.269
157.122.136.0,157.122.143.255,AS,CN,Guangdong,"Guangzhou (Tianhe Qu)",23.2004,113.379
157.122.144.0,157.122.215.255,AS,CN,Guangdong,"Guangzhou (Yuexiu Qu)",23.1277,113.269
157.122.216.0,157.122.223.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
157.122.224.0,157.122.255.255,AS,CN,Guangdong,"Guangzhou (Yuexiu Qu)",23.1277,113.269
157.123.0.0,157.123.255.255,NA,US,Illinois,"Buffalo Grove",42.1663,-87.9631
157.124.0.0,157.124.0.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.1.0,157.124.1.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.2.0,157.124.2.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.3.0,157.124.5.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.6.0,157.124.6.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.7.0,157.124.15.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.16.0,157.124.19.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.20.0,157.124.21.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.22.0,157.124.22.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.23.0,157.124.23.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.24.0,157.124.24.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.25.0,157.124.29.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.30.0,157.124.30.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.31.0,157.124.39.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.40.0,157.124.40.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.41.0,157.124.41.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.42.0,157.124.43.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.44.0,157.124.65.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.66.0,157.124.66.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.67.0,157.124.84.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.85.0,157.124.85.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.86.0,157.124.199.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.200.0,157.124.200.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.201.0,157.124.239.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.240.0,157.124.240.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.241.0,157.124.247.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.248.0,157.124.248.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.249.0,157.124.252.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.124.253.0,157.124.253.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.124.254.0,157.124.255.255,EU,FI,Newland,Helsinki,60.193,24.9503
157.125.0.0,157.125.255.255,EU,GB,England,Stretford,53.4677,-2.2999
157.126.0.0,157.126.255.255,NA,US,"New Jersey",Edison,40.5636,-74.3324
157.127.0.0,157.127.255.255,NA,US,"New York",Bethpage,40.7583,-73.4985
157.128.0.0,157.128.255.255,OC,AU,Victoria,"East Melbourne",-37.8092,144.98
157.129.0.0,157.129.126.255,EU,FI,"Central Finland",Jyvaskyla,62.2436,25.7541
157.129.127.0,157.129.127.255,EU,FI,Newland,Helsinki,60.1733,24.941
157.129.128.0,157.129.255.255,EU,FI,"Central Finland",Jyvaskyla,62.2436,25.7541
157.130.0.0,157.130.0.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.1.0,157.130.1.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.2.0,157.130.3.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.4.0,157.130.4.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.5.0,157.130.5.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.6.0,157.130.9.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.10.0,157.130.10.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.11.0,157.130.14.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.15.0,157.130.19.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.20.0,157.130.20.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.21.0,157.130.23.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.24.0,157.130.24.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.25.0,157.130.25.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.26.0,157.130.31.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.32.0,157.130.32.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.33.0,157.130.35.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.36.0,157.130.36.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.37.0,157.130.40.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.41.0,157.130.41.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.42.0,157.130.43.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.44.0,157.130.44.255,NA,US,California,Lompoc,34.6391,-120.458
157.130.45.0,157.130.47.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.48.0,157.130.51.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.52.0,157.130.55.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.56.0,157.130.57.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.58.0,157.130.64.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.65.0,157.130.65.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.66.0,157.130.70.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.71.0,157.130.71.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.72.0,157.130.72.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.73.0,157.130.73.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.74.0,157.130.77.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.78.0,157.130.78.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.79.0,157.130.84.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.85.0,157.130.85.255,NA,US,Florida,Jacksonville,30.3322,-81.6556
157.130.86.0,157.130.90.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.91.0,157.130.92.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.93.0,157.130.93.255,NA,US,Arkansas,Morrow,35.8584,-94.4374
157.130.94.0,157.130.95.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.96.0,157.130.96.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.97.0,157.130.97.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.98.0,157.130.102.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.103.0,157.130.103.255,NA,US,Illinois,Chicago,41.8781,-87.6298
157.130.104.0,157.130.108.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.109.0,157.130.109.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.110.0,157.130.117.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.118.0,157.130.118.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.119.0,157.130.121.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.122.0,157.130.122.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.123.0,157.130.123.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.124.0,157.130.124.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.125.0,157.130.127.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.128.0,157.130.128.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.129.0,157.130.137.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.138.0,157.130.138.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.139.0,157.130.141.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.142.0,157.130.142.255,NA,US,Virginia,Ashburn,39.0107,-77.469
157.130.143.0,157.130.145.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.146.0,157.130.146.255,NA,US,"District of Columbia","Washington D.C. (Northwest Washington)",38.9001,-77.0272
157.130.147.0,157.130.147.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
157.130.148.0,157.130.148.255,NA,US,Virginia,Ashburn,39.0107,-77.469
