14.0.0.0,14.0.7.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.203.184.0,14.203.184.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.185.0,14.203.185.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.186.0,14.203.186.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.187.0,14.203.187.255,OC,AU,"Western Australia",Perth,-31.953,115.857
14.203.188.0,14.203.188.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.189.0,14.203.189.255,OC,AU,"Western Australia",Perth,-31.953,115.857
14.203.190.0,14.203.191.3,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.191.4,14.203.191.255,OC,AU,"Western Australia",Perth,-31.953,115.857
14.203.192.0,14.203.193.19,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.193.20,14.203.193.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.194.0,14.203.194.255,OC,AU,"New South Wales",Wentworthville,-33.8065,150.968
14.203.195.0,14.203.195.251,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.195.252,14.203.196.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.197.0,14.203.197.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.198.0,14.203.198.191,OC,AU,"New South Wales",Sydney,-33.8679,151.207
14.203.198.192,14.203.199.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.200.0,14.203.200.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.201.0,14.203.201.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.202.0,14.203.203.63,OC,AU,Victoria,Melbourne,-37.8141,144.963
14.203.203.64,14.203.203.255,OC,AU,Victoria,Berwick,-38.0333,145.35
14.203.204.0,14.203.204.63,OC,AU,Queensland,Eudlo,-26.7296,152.954
14.203.204.64,14.203.205.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.206.0,14.203.206.127,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.206.128,14.203.207.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.208.0,14.203.208.191,OC,AU,"New South Wales","Homebush West",-33.8627,151.067
14.203.208.192,14.203.210.127,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.210.128,14.203.210.255,OC,AU,"New South Wales","Millers Point",-33.8596,151.204
14.203.211.0,14.203.211.63,OC,AU,"New South Wales","Glenmore Park",-33.7907,150.669
14.203.211.64,14.203.214.191,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.214.192,14.203.214.255,OC,AU,"New South Wales",Haymarket,-33.8787,151.205
14.203.215.0,14.203.217.3,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.217.4,14.203.217.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.218.0,14.203.218.191,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.218.192,14.203.219.235,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.219.236,14.203.221.7,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.221.8,14.203.221.227,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.221.228,14.203.222.251,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.222.252,14.203.223.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.224.0,14.203.224.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.225.0,14.203.225.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.226.0,14.203.226.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.227.0,14.203.227.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.228.0,14.203.228.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.229.0,14.203.230.75,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.230.76,14.203.230.243,OC,AU,"New South Wales","Oxley Park",-33.7707,150.795
14.203.230.244,14.203.231.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.232.0,14.203.232.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.233.0,14.203.233.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.234.0,14.203.234.219,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.234.220,14.203.238.63,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.238.64,14.203.238.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.239.0,14.203.240.179,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.240.180,14.203.240.239,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.240.240,14.203.242.11,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.242.12,14.203.244.3,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.244.4,14.203.244.251,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.244.252,14.203.245.255,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.246.0,14.203.246.255,OC,AU,Queensland,Brisbane,-27.471,153.023
14.203.247.0,14.203.248.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.249.0,14.203.249.255,OC,AU,Victoria,Melbourne,-37.8141,144.963
14.203.250.0,14.203.251.3,OC,AU,"New South Wales","North Ryde",-33.7959,151.123
14.203.251.4,14.203.252.63,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.252.64,14.203.252.127,OC,AU,"Western Australia",Redcliffe,-31.9384,115.946
14.203.252.128,14.203.253.255,OC,AU,"Western Australia",Perth,-31.953,115.857
14.203.254.0,14.203.254.255,OC,AU,"New South Wales",Sydney,-33.8675,151.207
14.203.255.0,14.203.255.255,OC,AU,Victoria,Melbourne,-37.8141,144.963
14.204.0.0,14.204.0.255,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.1.0,14.204.1.255,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.2.0,14.204.3.111,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.3.112,14.204.3.183,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.3.184,14.204.5.111,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.5.112,14.204.5.191,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.5.192,14.204.7.111,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.7.112,14.204.7.255,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.8.0,14.204.9.111,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.9.112,14.204.9.207,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.9.208,14.204.11.111,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.11.112,14.204.11.255,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.12.0,14.204.13.63,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.13.64,14.204.13.199,AS,CN,Yunnan,Kunming,24.8801,102.833
14.204.13.200,14.204.65.31,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.65.32,14.204.65.63,AS,CN,Yunnan,Kunming,25.0389,102.718
14.204.65.64,14.204.128.255,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.204.129.0,14.204.129.255,AS,CN,Yunnan,Jinghong,21.991,100.734
14.204.130.0,14.205.255.255,AS,CN,Yunnan,"Kunming (Panlong Qu)",25.04,102.72
14.206.0.0,14.206.255.255,AS,KR,Incheon,Incheon,37.4094,126.678
14.207.0.0,14.207.0.255,AS,TH,Bangkok,"Bang Na",13.6674,100.642
14.207.1.0,14.207.1.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.2.0,14.207.2.255,AS,TH,Bangkok,Samphanthawong,13.7315,100.514
14.207.3.0,14.207.3.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.4.0,14.207.4.255,AS,TH,Bangkok,"Khan Na Yao",13.8261,100.679
14.207.5.0,14.207.5.255,AS,TH,Bangkok,Prakanong,13.7018,100.602
14.207.6.0,14.207.6.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.7.0,14.207.7.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.8.0,14.207.8.255,AS,TH,Bangkok,"Bangkok Noi",13.7627,100.478
14.207.9.0,14.207.10.255,AS,TH,Bangkok,"Lat Phrao",13.8035,100.607
14.207.11.0,14.207.11.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.12.0,14.207.12.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.13.0,14.207.13.191,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.13.192,14.207.14.255,AS,TH,Bangkok,"Bang Na",13.6674,100.642
14.207.15.0,14.207.17.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.18.0,14.207.18.255,AS,TH,"Chon Buri",Pattaya,12.9333,100.883
14.207.19.0,14.207.19.255,AS,TH,"Chon Buri","Phan Thong",13.468,101.095
14.207.20.0,14.207.22.255,AS,TH,"Chon Buri",Pattaya,12.9333,100.883
14.207.23.0,14.207.23.255,AS,TH,"Chon Buri","Si Racha",13.1737,100.931
14.207.24.0,14.207.25.255,AS,TH,Rayong,Rayong,12.681,101.258
14.207.26.0,14.207.26.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.27.0,14.207.27.255,AS,TH,Rayong,Rayong,12.681,101.258
14.207.28.0,14.207.28.255,AS,TH,Rayong,"Pluak Daeng",12.9712,101.215
14.207.29.0,14.207.29.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.30.0,14.207.30.255,AS,TH,Rayong,Rayong,12.681,101.258
14.207.31.0,14.207.39.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.40.0,14.207.41.255,AS,TH,Nonthaburi,Nonthaburi,13.8608,100.515
14.207.42.0,14.207.42.255,AS,TH,Bangkok,"Lat Phrao",13.8035,100.607
14.207.43.0,14.207.43.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.44.0,14.207.44.207,AS,TH,Bangkok,Dusit,13.7775,100.52
14.207.44.208,14.207.45.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.46.0,14.207.46.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.47.0,14.207.47.127,AS,TH,Bangkok,"Lat Krabang",13.7234,100.784
14.207.47.128,14.207.55.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.56.0,14.207.56.255,AS,TH,Songkhla,"Hat Yai",7.00836,100.477
14.207.57.0,14.207.57.255,AS,TH,Songkhla,Rattaphum,7.13478,100.256
14.207.58.0,14.207.58.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.59.0,14.207.59.255,AS,TH,Songkhla,"Hat Yai",7.00836,100.477
14.207.60.0,14.207.62.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.63.0,14.207.63.255,AS,TH,Songkhla,"Hat Yai",7.00836,100.477
14.207.64.0,14.207.65.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.66.0,14.207.66.255,AS,TH,"Prachuap Khiri Khan","Pran Buri",12.3849,99.9016
14.207.67.0,14.207.69.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.70.0,14.207.70.255,AS,TH,"Prachuap Khiri Khan","Hua Hin",12.5707,99.9588
14.207.71.0,14.207.71.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.72.0,14.207.72.255,AS,TH,"Phang Nga","Khao Lak",8.61501,98.2399
14.207.73.0,14.207.73.255,AS,TH,Phuket,Patong,7.89607,98.2966
14.207.74.0,14.207.74.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.75.0,14.207.75.255,AS,TH,Phuket,Thalang,8.03169,98.3341
14.207.76.0,14.207.77.255,AS,TH,Phuket,Patong,7.89607,98.2966
14.207.78.0,14.207.78.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.79.0,14.207.79.255,AS,TH,Phuket,Patong,7.89607,98.2966
14.207.80.0,14.207.95.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.96.0,14.207.96.255,AS,TH,Bangkok,Bangrak,13.7306,100.524
14.207.97.0,14.207.97.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.98.0,14.207.98.255,AS,TH,Bangkok,"Bang Sue",13.81,100.537
14.207.99.0,14.207.99.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.100.0,14.207.100.255,AS,TH,Bangkok,"Bang Bon",13.6618,100.396
14.207.101.0,14.207.103.191,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.103.192,14.207.103.239,AS,TH,Bangkok,"Bangkok Noi",13.7627,100.478
14.207.103.240,14.207.111.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.112.0,14.207.112.255,AS,TH,"Nakhon Pathom","Nakhon Pathom",13.8196,100.044
14.207.113.0,14.207.113.255,AS,TH,"Nakhon Pathom",Salaya,13.802,100.321
14.207.114.0,14.207.114.255,AS,TH,"Nakhon Pathom","Nakhon Pathom",13.8196,100.044
14.207.115.0,14.207.115.255,AS,TH,Ratchaburi,"Ban Pong",13.8163,99.8774
14.207.116.0,14.207.116.255,AS,TH,"Nakhon Pathom","Nakhon Pathom",13.8196,100.044
14.207.117.0,14.207.117.255,AS,TH,"Nakhon Pathom",Salaya,13.802,100.321
14.207.118.0,14.207.118.255,AS,TH,"Nakhon Pathom","Nakhon Pathom",13.8196,100.044
14.207.119.0,14.207.119.255,AS,TH,Kanchanaburi,Kanchanaburi,14.0041,99.5483
14.207.120.0,14.207.126.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.127.0,14.207.127.255,AS,TH,Bangkok,"Bang Bon",13.6618,100.396
14.207.128.0,14.207.128.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.129.0,14.207.130.255,AS,TH,"Prachin Buri","Prachin Buri",14.0499,101.369
14.207.131.0,14.207.135.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.136.0,14.207.139.255,AS,TH,"Udon Thani","Udon Thani",17.4157,102.786
14.207.140.0,14.207.140.255,AS,TH,Loei,Loei,17.4905,101.727
14.207.141.0,14.207.143.63,AS,TH,"Udon Thani","Udon Thani",17.4157,102.786
14.207.143.64,14.207.147.111,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.147.112,14.207.147.191,AS,TH,Bangkok,"Nong Khaem",13.7053,100.349
14.207.147.192,14.207.148.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.149.0,14.207.149.255,AS,TH,"Nakhon Pathom","Nakhon Pathom",13.8196,100.044
14.207.150.0,14.207.151.255,AS,TH,Ratchaburi,"Ban Pong",13.8163,99.8774
14.207.152.0,14.207.167.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.168.0,14.207.168.191,AS,TH,Bangkok,"Bang Kapi",13.7653,100.647
14.207.168.192,14.207.170.223,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.170.224,14.207.170.255,AS,TH,Nonthaburi,Nonthaburi,13.8608,100.515
14.207.171.0,14.207.171.255,AS,TH,Bangkok,"Lat Phrao",13.8035,100.607
14.207.172.0,14.207.172.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.173.0,14.207.173.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.174.0,14.207.174.255,AS,TH,Bangkok,Prakanong,13.7018,100.602
14.207.175.0,14.207.175.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.176.0,14.207.193.63,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.193.64,14.207.193.255,AS,TH,Bangkok,"Bang Na",13.6674,100.642
14.207.194.0,14.207.194.255,AS,TH,Bangkok,Sathon,13.7085,100.526
14.207.195.0,14.207.195.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.196.0,14.207.196.127,AS,TH,Bangkok,"Lat Phrao",13.8035,100.607
14.207.196.128,14.207.197.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.198.0,14.207.198.255,AS,TH,Bangkok,"Phra Nakhon",13.7651,100.499
14.207.199.0,14.207.199.255,AS,TH,Bangkok,"Bang Na",13.6674,100.642
14.207.200.0,14.207.200.127,AS,TH,"Khon Kaen","Khon Kaen",16.4467,102.833
14.207.200.128,14.207.201.255,AS,TH,"Roi Et","Roi Et",16.0567,103.653
14.207.202.0,14.207.202.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.203.0,14.207.205.255,AS,TH,"Roi Et","Roi Et",16.0567,103.653
14.207.206.0,14.207.207.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.208.0,14.207.208.255,AS,TH,Bangkok,"Phra Nakhon",13.7651,100.499
14.207.209.0,14.207.209.255,AS,TH,Bangkok,"Lat Phrao",13.8035,100.607
14.207.210.0,14.207.210.255,AS,TH,Bangkok,Dusit,13.7775,100.52
14.207.211.0,14.207.211.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.212.0,14.207.212.255,AS,TH,Bangkok,"Bangkok Yai",13.7232,100.476
14.207.213.0,14.207.213.255,AS,TH,Bangkok,"Bang Na",13.6674,100.642
14.207.214.0,14.207.214.255,AS,TH,Bangkok,"Bangkok Noi",13.7627,100.478
14.207.215.0,14.207.215.255,AS,TH,Bangkok,Bangkok,13.754,100.501
14.207.216.0,14.207.254.255,AS,TH,Nonthaburi,"Pak Kret",13.9012,100.537
14.207.255.0,14.207.255.255,AS,TH,"Chon Buri",Pattaya,12.9333,100.883
14.208.0.0,14.208.194.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.208.195.0,14.208.195.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.208.196.0,14.208.232.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.208.233.0,14.208.233.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.208.234.0,14.209.133.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.209.134.0,14.209.134.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.209.135.0,14.210.186.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.210.187.0,14.210.187.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.210.188.0,14.212.122.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.212.123.0,14.212.123.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.212.124.0,14.212.169.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.212.170.0,14.212.170.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.212.171.0,14.214.61.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.214.62.0,14.214.62.255,AS,CN,Guangdong,Shishan,23.1238,113.009
14.214.63.0,14.214.147.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.214.148.0,14.214.148.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.214.149.0,14.216.216.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.216.217.0,14.216.217.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.216.218.0,14.217.209.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.217.210.0,14.217.210.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.217.211.0,14.223.12.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.223.13.0,14.223.13.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.223.14.0,14.223.94.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.223.95.0,14.223.95.255,AS,CN,Guangdong,Shunde,22.8407,113.25
14.223.96.0,14.223.255.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.224.0.0,14.226.3.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.4.0,14.226.5.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.226.6.0,14.226.15.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.16.0,14.226.17.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.226.18.0,14.226.23.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.24.0,14.226.25.255,AS,VN,Hanoi,Hanoi,21.0278,105.834
14.226.26.0,14.226.224.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.225.0,14.226.227.255,AS,VN,"Ho Chi Minh","Nhà Bè",10.6967,106.74
14.226.228.0,14.226.229.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.230.0,14.226.230.255,AS,VN,"Ho Chi Minh","Nhà Bè",10.6967,106.74
14.226.231.0,14.226.242.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.243.0,14.226.243.255,AS,VN,"Ho Chi Minh","Nhà Bè",10.6967,106.74
14.226.244.0,14.226.250.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.251.0,14.226.251.255,AS,VN,"Ho Chi Minh","Quận Một",10.7807,106.699
14.226.252.0,14.226.252.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.253.0,14.226.253.255,AS,VN,"Ho Chi Minh","Nhà Bè",10.6967,106.74
14.226.254.0,14.226.254.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.226.255.0,14.226.255.255,AS,VN,"Ho Chi Minh","Nhà Bè",10.6967,106.74
14.227.0.0,14.227.3.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.4.0,14.227.4.255,AS,VN,"Bình Phước","Bình Long",11.6471,106.606
14.227.5.0,14.227.29.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.30.0,14.227.30.255,AS,VN,"Long An","Tân Trụ",10.5127,106.508
14.227.31.0,14.227.45.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.46.0,14.227.46.255,AS,VN,"Tây Ninh Province","Phú Khương",11.2833,106.133
14.227.47.0,14.227.70.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.71.0,14.227.71.255,AS,VN,"Long An","Tân An",10.5359,106.414
14.227.72.0,14.227.72.255,AS,VN,"Long An","Tân Trụ",10.5127,106.508
14.227.73.0,14.227.77.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.78.0,14.227.78.255,AS,VN,"Bình Phước","Dong Xoai",11.535,106.883
14.227.79.0,14.227.108.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.109.0,14.227.109.255,AS,VN,"An Giang","Chợ Mới",10.5512,105.404
14.227.110.0,14.227.122.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.123.0,14.227.123.255,AS,VN,"Lâm Đồng","Đưc Trọng",11.7356,108.373
14.227.124.0,14.227.143.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.144.0,14.227.144.255,AS,VN,"Sóc Trăng","Cù Lao Dung",9.67314,106.149
14.227.145.0,14.227.145.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.146.0,14.227.146.255,AS,VN,"An Giang","Chợ Mới",10.5512,105.404
14.227.147.0,14.227.147.127,AS,VN,"An Giang","Tri Tôn",10.4202,105.001
14.227.147.128,14.227.149.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.150.0,14.227.150.255,AS,VN,"Bạc Liêu","Bạc Liêu",9.29414,105.728
14.227.151.0,14.227.151.255,AS,VN,"Bạc Liêu","Thị Trấn Hòa Bình",9.28471,105.629
14.227.152.0,14.227.157.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.158.0,14.227.158.255,AS,VN,"Bạc Liêu","Bạc Liêu",9.29414,105.728
14.227.159.0,14.227.166.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.167.0,14.227.167.255,AS,VN,"Lâm Đồng","Đưc Trọng",11.7356,108.373
14.227.168.0,14.227.171.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.172.0,14.227.172.255,AS,VN,"Tiền Giang","Mỹ Tho",10.36,106.36
14.227.173.0,14.227.202.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.203.0,14.227.203.255,AS,VN,"An Giang","Chợ Mới",10.5512,105.404
14.227.204.0,14.227.206.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.207.0,14.227.207.255,AS,VN,"Vĩnh Long","Vĩnh Long",10.2537,105.972
14.227.208.0,14.227.209.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.210.0,14.227.210.255,AS,VN,"Lâm Đồng","Đạ Tẻh",11.5115,107.491
14.227.211.0,14.227.226.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.227.0,14.227.227.255,AS,VN,"Bình Phước","Bình Long",11.6471,106.606
14.227.228.0,14.227.235.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.227.236.0,14.227.236.255,AS,VN,"Bình Dương","Thu Dau Mot",10.9804,106.652
14.227.237.0,14.228.2.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.3.0,14.228.3.255,AS,VN,Haiphong,Haiphong,20.8648,106.683
14.228.4.0,14.228.18.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.19.0,14.228.19.255,AS,VN,"Nghệ An","Diễn Châu",18.9765,105.6
14.228.20.0,14.228.26.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.27.0,14.228.27.255,AS,VN,"Nam Định","Yên Định",20.2015,106.296
14.228.28.0,14.228.28.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.29.0,14.228.29.255,AS,VN,"Tuyên Quang","Tuyên Quang",21.8236,105.214
14.228.30.0,14.228.40.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.41.0,14.228.41.255,AS,VN,"Hưng Yên","Hưng Yên",20.6464,106.051
14.228.42.0,14.228.50.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.51.0,14.228.51.255,AS,VN,"Yên Bái","Yên Bái",21.7229,104.911
14.228.52.0,14.228.55.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.56.0,14.228.56.255,AS,VN,"Hà Nam","Hòa Mạc",20.6417,105.989
14.228.57.0,14.228.57.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.58.0,14.228.58.255,AS,VN,"Hải Dương","Kẻ Sặt",20.9101,106.148
14.228.59.0,14.228.59.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.60.0,14.228.60.255,AS,VN,"Quảng Ninh","Ha Long",20.9505,107.073
14.228.61.0,14.228.69.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.70.0,14.228.70.255,AS,VN,"Hưng Yên","Ân Thi",20.8183,106.091
14.228.71.0,14.228.77.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.78.0,14.228.78.255,AS,VN,,"Phù Ninh",21.0833,105.95
14.228.79.0,14.228.79.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.80.0,14.228.81.255,AS,VN,"Nghệ An","Diễn Châu",18.9765,105.6
14.228.82.0,14.228.86.255,AS,VN,Hanoi,Hanoi,21.0333,105.85
14.228.87.0,14.228.87.255,AS,VN,"Hải Dương","Phú Thái",20.9628,106.509
